id,career_family,career,institution,location,institution_type,management_type,duration_years,annual_cost,admission_rate,monthly_income,scholarships,admitted,applicants,enrolled
4034,Psicología,Psicología,Universidad Católica Los Ángeles de Chimbote,Junín        ,Universidad,Privada,0.0,0.0,0.0,1856.0,NO,0.0,0.0,0.0
4035,Administración de Empresas,Administración,Universidad Católica Los Ángeles de Chimbote,Junín        ,Universidad,Privada,0.0,0.0,0.0,2165.0,NO,0.0,0.0,0.0
4036,Contabilidad y Finanzas,Contabilidad,Universidad Católica Los Ángeles de Chimbote,Junín        ,Universidad,Privada,0.0,0.0,0.0,1888.0,NO,0.0,0.0,0.0
4037,Derecho,Derecho,Universidad Católica Los Ángeles de Chimbote,Junín        ,Universidad,Privada,0.0,0.0,0.0,2189.0,NO,0.0,0.0,0.0
4038,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Católica Los Ángeles de Chimbote,Junín        ,Universidad,Privada,0.0,0.0,0.0,2325.0,NO,0.0,0.0,0.0
4039,Ingeniería Civil,Ingeniería Civil,Universidad Católica Los Ángeles de Chimbote,Junín        ,Universidad,Privada,0.0,0.0,0.0,2923.0,NO,0.0,0.0,0.0
4040,Educación Inicial,Educación Inicial,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
4041,Educación Primaria,Educación Primaria,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
4042,Psicología,Psicología,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,1856.0,NO,0.0,0.0,0.0
4043,Administración de Empresas,Administración,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2165.0,NO,0.0,0.0,0.0
4044,Contabilidad y Finanzas,Contabilidad,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,1888.0,NO,0.0,0.0,0.0
4045,Derecho,Derecho,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2189.0,NO,0.0,0.0,0.0
4046,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2325.0,NO,0.0,0.0,0.0
4047,Odontología,Odontología,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
4048,Enfermería,Enfermería,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,1936.0,NO,0.0,0.0,0.0
4049,Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Católica Los Ángeles de Chimbote,La Libertad  ,Universidad,Privada,0.0,0.0,0.0,2803.0,NO,0.0,0.0,0.0
4050,Educación Inicial,Educación Inicial,Universidad Católica Los Ángeles de Chimbote,Lambayeque   ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
4051,Educación Primaria,Educación Primaria,Universidad Católica Los Ángeles de Chimbote,Lambayeque   ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
4052,Psicología,Psicología,Universidad Católica Los Ángeles de Chimbote,Lambayeque   ,Universidad,Privada,0.0,0.0,0.0,1856.0,NO,0.0,0.0,0.0
4053,Administración de Empresas,Administración,Universidad Católica Los Ángeles de Chimbote,Lambayeque   ,Universidad,Privada,0.0,0.0,0.0,2165.0,NO,0.0,0.0,0.0
4054,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración Turística,Universidad Católica Los Ángeles de Chimbote,Lambayeque   ,Universidad,Privada,0.0,0.0,0.0,2095.0,NO,0.0,0.0,0.0
4055,Contabilidad y Finanzas,Contabilidad,Universidad Católica Los Ángeles de Chimbote,Lambayeque   ,Universidad,Privada,0.0,0.0,0.0,1888.0,NO,0.0,0.0,0.0
4056,Derecho,Derecho,Universidad Católica Los Ángeles de Chimbote,Lambayeque   ,Universidad,Privada,0.0,0.0,0.0,2189.0,NO,0.0,0.0,0.0
4057,Educación Inicial,Educación Inicial,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
4058,Educación Primaria,Educación Primaria,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
4059,Psicología,Psicología,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,1856.0,NO,0.0,0.0,0.0
4060,Administración de Empresas,Administración,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,2165.0,NO,0.0,0.0,0.0
4061,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración Turística,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,2095.0,NO,0.0,0.0,0.0
4062,Contabilidad y Finanzas,Contabilidad,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,1888.0,NO,0.0,0.0,0.0
4063,Derecho,Derecho,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,2189.0,NO,0.0,0.0,0.0
4064,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Católica Los Ángeles de Chimbote,Lima         ,Universidad,Privada,0.0,0.0,0.0,2325.0,NO,0.0,0.0,0.0
4065,Educación Inicial,Educación Inicial,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
4066,Educación Primaria,Educación Primaria,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
4067,Psicología,Psicología,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,1856.0,NO,0.0,0.0,0.0
4068,Administración de Empresas,Administración,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,2165.0,NO,0.0,0.0,0.0
4069,Contabilidad y Finanzas,Contabilidad,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,1888.0,NO,0.0,0.0,0.0
4070,Derecho,Derecho,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,2189.0,NO,0.0,0.0,0.0
4071,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,2325.0,NO,0.0,0.0,0.0
4072,Ingeniería Civil,Ingeniería Civil,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,2923.0,NO,0.0,0.0,0.0
4073,Enfermería,Enfermería,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,1936.0,NO,0.0,0.0,0.0
4074,Obstetricia,Obstetricia,Universidad Católica Los Ángeles de Chimbote,Piura        ,Universidad,Privada,0.0,0.0,0.0,2000.0,NO,0.0,0.0,0.0
4075,Educación Inicial,Educación Inicial,Universidad Católica Los Ángeles de Chimbote,Tumbes       ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
4076,Educación Primaria,Educación Primaria,Universidad Católica Los Ángeles de Chimbote,Tumbes       ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
4077,Psicología,Psicología,Universidad Católica Los Ángeles de Chimbote,Tumbes       ,Universidad,Privada,0.0,0.0,0.0,1856.0,NO,0.0,0.0,0.0
4078,Administración de Empresas,Administración,Universidad Católica Los Ángeles de Chimbote,Tumbes       ,Universidad,Privada,0.0,0.0,0.0,2165.0,NO,0.0,0.0,0.0
4079,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración Turística,Universidad Católica Los Ángeles de Chimbote,Tumbes       ,Universidad,Privada,0.0,0.0,0.0,2095.0,NO,0.0,0.0,0.0
4080,Contabilidad y Finanzas,Contabilidad,Universidad Católica Los Ángeles de Chimbote,Tumbes       ,Universidad,Privada,0.0,0.0,0.0,1888.0,NO,0.0,0.0,0.0
4081,Derecho,Derecho,Universidad Católica Los Ángeles de Chimbote,Tumbes       ,Universidad,Privada,0.0,0.0,0.0,2189.0,NO,0.0,0.0,0.0
4082,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Católica Los Ángeles de Chimbote,Tumbes       ,Universidad,Privada,0.0,0.0,0.0,2325.0,NO,0.0,0.0,0.0
4083,Educación Inicial,Educación Inicial,Universidad Católica Los Ángeles de Chimbote,Ucayali      ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
4084,Educación Primaria,Educación Primaria,Universidad Católica Los Ángeles de Chimbote,Ucayali      ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0
4085,Psicología,Psicología,Universidad Católica Los Ángeles de Chimbote,Ucayali      ,Universidad,Privada,0.0,0.0,0.0,1856.0,NO,0.0,0.0,0.0
4086,Administración de Empresas,Administración,Universidad Católica Los Ángeles de Chimbote,Ucayali      ,Universidad,Privada,0.0,0.0,0.0,2165.0,NO,0.0,0.0,0.0
4087,Contabilidad y Finanzas,Contabilidad,Universidad Católica Los Ángeles de Chimbote,Ucayali      ,Universidad,Privada,0.0,0.0,0.0,1888.0,NO,0.0,0.0,0.0
4088,Derecho,Derecho,Universidad Católica Los Ángeles de Chimbote,Ucayali      ,Universidad,Privada,0.0,0.0,0.0,2189.0,NO,0.0,0.0,0.0
4089,Ingeniería Civil,Ingeniería Civil,Universidad Católica Los Ángeles de Chimbote,Ucayali      ,Universidad,Privada,0.0,0.0,0.0,2923.0,NO,0.0,0.0,0.0
4090,Educación Inicial,Educación Inicial,Universidad Católica San Pablo,Arequipa     ,Universidad,Privada,5.0,,97.0,0.0,SI,37.0,38.0,116.0
4091,Educación Primaria,Educación Primaria,Universidad Católica San Pablo,Arequipa     ,Universidad,Privada,5.0,,100.0,0.0,SI,9.0,9.0,55.0
4092,Psicología,Psicología,Universidad Católica San Pablo,Arequipa     ,Universidad,Privada,5.0,,75.0,1915.0,SI,160.0,213.0,537.0
4093,Administración de Empresas,Administración de Negocios,Universidad Católica San Pablo,Arequipa     ,Universidad,Privada,5.0,,70.0,2678.0,SI,383.0,541.0,1784.0
4094,Contabilidad y Finanzas,Contabilidad,Universidad Católica San Pablo,Arequipa     ,Universidad,Privada,5.0,,83.0,2127.0,SI,98.0,117.0,465.0
4095,Derecho,Derecho,Universidad Católica San Pablo,Arequipa     ,Universidad,Privada,6.0,,63.0,2900.0,SI,258.0,405.0,1387.0
4096,Ciencias de la Computación,Ciencias de la Computación,Universidad Católica San Pablo,Arequipa     ,Universidad,Privada,5.0,,93.0,0.0,SI,126.0,135.0,287.0
4097,Ingeniería Industrial,Ingeniería Industrial,Universidad Católica San Pablo,Arequipa     ,Universidad,Privada,5.0,,50.0,2877.0,SI,419.0,829.0,2045.0
4098,Ingeniería Civil,Ingeniería Civil,Universidad Católica San Pablo,Arequipa     ,Universidad,Privada,5.0,,50.0,0.0,SI,240.0,473.0,430.0
4099,Educación Inicial,Educación Inicial,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,100.0,0.0,SI,21.0,21.0,75.0
4100,Educación Primaria,Educación Primaria,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,93.0,0.0,SI,14.0,15.0,50.0
4101,Educación Secundaria,Educación Secundaria - Filosofía y Religión,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,88.0,0.0,SI,16.0,18.0,49.0
4102,Psicología,Psicología,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,85.0,1954.0,SI,89.0,104.0,335.0
4103,Ciencias de la Comunicación,Ciencias de la Comunicación,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,92.0,2185.0,SI,71.0,77.0,282.0
4104,Administración de Empresas,Administración de Empresas,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,88.0,2512.0,SI,249.0,282.0,1247.0
4105,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración Hotelera y de Servicios,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,84.0,1827.0,SI,45.0,53.0,264.0
4106,Economía,Economía ,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,90.0,2778.0,SI,59.0,65.0,172.0
4107,Contabilidad y Finanzas,Contabilidad,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,89.0,2227.0,SI,114.0,128.0,514.0
4108,Derecho,Derecho,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,6.0,,91.0,2600.0,SI,230.0,251.0,801.0
4109,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas y Computación,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,92.0,3334.0,SI,73.0,79.0,307.0
4110,Ingeniería Industrial,Ingeniería Industrial,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,87.0,2856.0,SI,168.0,191.0,584.0
4111,Ingeniería Eléctrica,Ingeniería Energética,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,0.0,0.0,SI,0.0,0.0,2.0
4112,Ingeniería Mecánica,Ingeniería Mecánica Eléctrica,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,88.0,0.0,SI,60.0,68.0,187.0
4113,Ingeniería Civil,Ingeniería Civil y Ambiental,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,90.0,0.0,SI,263.0,291.0,856.0
4114,Arquitectura y Urbanismo,Arquitectura,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,86.0,0.0,SI,172.0,200.0,602.0
4115,Ingeniería Naval y Aeronáutica,Ingeniería Naval,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,0.0,0.0,SI,0.0,0.0,18.0
4116,Medicina,Medicina Humana,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,7.0,,57.0,0.0,SI,104.0,181.0,376.0
4117,Odontología,Odontología,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,89.0,0.0,SI,62.0,69.0,255.0
4118,Enfermería,Enfermería,Universidad Católica Santo Toribio De Mogrovejo,Lambayeque   ,Universidad,Privada,5.0,,84.0,1998.0,SI,76.0,90.0,386.0
4119,Educación Inicial,Educación Inicial,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,54.0,0.0,SI,31.0,57.0,146.0
4120,Educación Primaria,Educación Primaria,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,85.0,0.0,SI,12.0,14.0,73.0
4121,Educación Secundaria,Educación Secundaria - Filosofía y Religión,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,75.0,0.0,SI,6.0,8.0,61.0
4122,Educación Secundaria,Educación Secundaria - Inglés,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,56.0,0.0,SI,9.0,16.0,58.0
4123,Otras Carreras de Educación,Otras Carreras de Educación,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,75.0,0.0,SI,18.0,24.0,55.0
4124,Bibliotecología y Archivo,Archivo y Gestión Documental,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,80.0,0.0,SI,8.0,10.0,39.0
4125,Psicología,Psicología,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,67.0,0.0,SI,223.0,331.0,742.0
4126,Administración de Empresas,Administración,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,57.0,2477.0,SI,285.0,498.0,1225.0
4127,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Turismo,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,20.0,0.0,SI,8.0,39.0,12.0
4128,Negocios Internacionales,Administración de Negocios Internacionales,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,84.0,0.0,SI,150.0,178.0,458.0
4129,Economía,Economía ,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,48.0,3351.0,SI,17.0,35.0,156.0
4130,Contabilidad y Finanzas,Contabilidad,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,76.0,2837.0,SI,194.0,255.0,1200.0
4131,Contabilidad y Finanzas,Contabilidad y Finanzas,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,92.0,2837.0,SI,74.0,80.0,233.0
4132,Derecho,Derecho,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,6.0,,54.0,0.0,SI,65.0,119.0,93.0
4133,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,54.0,0.0,SI,78.0,143.0,192.0
4134,Ingeniería de Sistemas y Cómputo,Ingeniería Informática,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,54.0,0.0,SI,20.0,37.0,124.0
4135,Ingeniería Industrial,Ingeniería Industrial,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,50.0,0.0,SI,76.0,150.0,345.0
4136,Ingeniería en Agroindustria,Ingeniería Agroindustrial y de Biocomercio,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,93.0,0.0,SI,15.0,16.0,114.0
4137,Ingeniería Civil,Ingeniería Civil,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,63.0,0.0,SI,234.0,367.0,781.0
4138,Ecología y Medio Ambiente,Ingeniería Ambiental,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,82.0,0.0,SI,183.0,223.0,875.0
4139,Otras Ingenierías,Ingeniería de Transportes,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,0.0,0.0,SI,0.0,4.0,0.0
4140,Agropecuaria,Ingeniería Agraria,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,88.0,0.0,SI,16.0,18.0,61.0
4141,Agropecuaria,Ingeniería Agrícola y Forestal,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,96.0,0.0,SI,58.0,60.0,179.0
4142,Nutrición,Nutrición y Dietética,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,71.0,0.0,SI,77.0,107.0,265.0
4143,Enfermería,Enfermería,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,64.0,0.0,SI,94.0,145.0,307.0
4144,Tecnología Médica,Terapia Física y Rehabilitación,Universidad Católica Sedes Sapientiae,Lima         ,Universidad,Privada,5.0,,81.0,0.0,SI,100.0,123.0,376.0
4145,Psicología,Psicología,Universidad César Vallejo,Áncash       ,Universidad,Privada,0.0,0.0,0.0,2248.0,NO,0.0,0.0,0.0
4146,Ciencias de la Comunicación,Ciencias de la Comunicación,Universidad César Vallejo,Áncash       ,Universidad,Privada,0.0,0.0,0.0,2141.0,NO,0.0,0.0,0.0
4147,Administración de Empresas,Administración,Universidad César Vallejo,Áncash       ,Universidad,Privada,0.0,0.0,0.0,2397.0,NO,0.0,0.0,0.0
4148,Contabilidad y Finanzas,Contabilidad,Universidad César Vallejo,Áncash       ,Universidad,Privada,0.0,0.0,0.0,2181.0,NO,0.0,0.0,0.0
4149,Derecho,Derecho,Universidad César Vallejo,Áncash       ,Universidad,Privada,0.0,0.0,0.0,2528.0,NO,0.0,0.0,0.0
4150,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad César Vallejo,Áncash       ,Universidad,Privada,0.0,0.0,0.0,3084.0,NO,0.0,0.0,0.0
4151,Ingeniería Industrial,Ingeniería Industrial,Universidad César Vallejo,Áncash       ,Universidad,Privada,0.0,0.0,0.0,2514.0,NO,0.0,0.0,0.0
4152,Ingeniería Civil,Ingeniería Civil,Universidad César Vallejo,Áncash       ,Universidad,Privada,0.0,0.0,0.0,3651.0,NO,0.0,0.0,0.0
4153,Arquitectura y Urbanismo,Arquitectura,Universidad César Vallejo,Áncash       ,Universidad,Privada,0.0,0.0,0.0,2860.0,NO,0.0,0.0,0.0
4154,Psicología,Psicología,Universidad César Vallejo,Callao       ,Universidad,Privada,0.0,0.0,0.0,2248.0,NO,0.0,0.0,0.0
4155,Ciencias de la Comunicación,Ciencias de la Comunicación,Universidad César Vallejo,Callao       ,Universidad,Privada,0.0,0.0,0.0,2141.0,NO,0.0,0.0,0.0
4156,Administración de Empresas,Administración,Universidad César Vallejo,Callao       ,Universidad,Privada,0.0,0.0,0.0,2397.0,NO,0.0,0.0,0.0
4157,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración en Turismo y Hotelería,Universidad César Vallejo,Callao       ,Universidad,Privada,0.0,0.0,0.0,2038.0,NO,0.0,0.0,0.0
4158,Negocios Internacionales,Negocios Internacionales,Universidad César Vallejo,Callao       ,Universidad,Privada,0.0,0.0,0.0,2104.0,NO,0.0,0.0,0.0
4159,Contabilidad y Finanzas,Contabilidad,Universidad César Vallejo,Callao       ,Universidad,Privada,0.0,0.0,0.0,2181.0,NO,0.0,0.0,0.0
4160,Derecho,Derecho,Universidad César Vallejo,Callao       ,Universidad,Privada,0.0,0.0,0.0,2528.0,NO,0.0,0.0,0.0
