id,career_family,career,institution,location,institution_type,management_type,duration_years,annual_cost,admission_rate,monthly_income,scholarships,admitted,applicants,enrolled,duration_imputed_flag,monthly_income_imputed_flag,annual_cost_imputed_flag,admission_rate_imputed_flag,duration_years_imputed,monthly_income_imputed,annual_cost_imputed,admission_rate_imputed,income_score,admission_score,cost_score,duration_score
4454,Administración de Empresas,Administración y Finanzas,Universidad ESAN,Lima         ,Universidad,Privada,5.0,,81.0,4263.0,SI,191.0,234.0,627.0,False,False,True,False,5.0,4263.0,4260.0,81.0,0.5993935948455562,0.003298045602605863,0.8690439594220719,0.9433962264150944
4455,Marketing,Administración y Marketing,Universidad ESAN,Lima         ,Universidad,Privada,5.0,,69.0,4158.0,SI,255.0,366.0,988.0,False,False,True,False,5.0,4158.0,5025.0,69.0,0.5794959257153686,0.0028094462540716614,0.8455272056563172,0.9433962264150944
4456,Economía,Economía y Negocios Internacionales,Universidad ESAN,Lima         ,Universidad,Privada,5.0,,78.0,4001.0,SI,426.0,542.0,935.0,False,False,True,False,5.0,4001.0,135.0,78.0,0.5497441728254691,0.003175895765472313,0.9958499846295727,0.9433962264150944
4457,Derecho,Derecho Corporativo,Universidad ESAN,Lima         ,Universidad,Privada,6.0,,68.0,0.0,SI,71.0,103.0,311.0,False,True,True,False,6.0,2354.0,232.0,68.0,0.23763501989766914,0.002768729641693811,0.9928681217337842,0.9245283018867925
4458,Ingeniería de Telecomunicaciones,Ingeniería de Tecnologías de Información y Sistemas,Universidad ESAN,Lima         ,Universidad,Privada,5.0,,81.0,0.0,SI,131.0,161.0,141.0,False,True,True,False,5.0,3690.0,2680.0,81.0,0.49080917187796097,0.003298045602605863,0.9176145096833692,0.9433962264150944
4459,Ingeniería Industrial,Ingeniería Industrial y Comercial,Universidad ESAN,Lima         ,Universidad,Privada,5.0,,79.0,4132.0,SI,286.0,359.0,646.0,False,False,True,False,5.0,4132.0,177.0,79.0,0.5745688838355126,0.003216612377850163,0.9945588687365509,0.9433962264150944
4460,Ecología y Medio Ambiente,Ingeniería en Gestión Ambiental,Universidad ESAN,Lima         ,Universidad,Privada,5.0,,75.0,0.0,NO,155.0,204.0,88.0,False,True,True,False,5.0,2576.0,149.0,75.0,0.27970437748720867,0.0030537459283387623,0.995419612665232,0.9433962264150944
4461,Educación Inicial,Educación Inicial,Universidad Femenina del Sagrado Corazón,Lima         ,Universidad,Privada,5.0,,69.0,2185.0,SI,53.0,76.0,235.0,False,False,True,False,5.0,2185.0,135.0,69.0,0.20560924767860528,0.0028094462540716614,0.9958499846295727,0.9433962264150944
4462,Educación Primaria,Educación Primaria,Universidad Femenina del Sagrado Corazón,Lima         ,Universidad,Privada,5.0,,80.0,2673.0,SI,8.0,10.0,21.0,False,False,True,False,5.0,2673.0,161.0,80.0,0.2980860337312867,0.003257328990228013,0.995050722410083,0.9433962264150944
4463,Otras Carreras de Educación,Otras Carreras de Educación,Universidad Femenina del Sagrado Corazón,Lima         ,Universidad,Privada,5.0,,30.0,0.0,SI,48.0,160.0,0.0,False,True,True,False,5.0,1589.0,135.0,30.0,0.09266628766344515,0.0012214983713355048,0.9958499846295727,0.9433962264150944
4464,Idiomas,Traducción e Interpretación,Universidad Femenina del Sagrado Corazón,Lima         ,Universidad,Privada,5.0,,65.0,2645.0,SI,68.0,104.0,245.0,False,False,True,False,5.0,2645.0,1816.0,65.0,0.29277998862990334,0.0026465798045602605,0.9441746080541039,0.9433962264150944
4465,Psicología,Psicología,Universidad Femenina del Sagrado Corazón,Lima         ,Universidad,Privada,5.0,,50.0,3195.0,SI,180.0,355.0,725.0,False,False,True,False,5.0,3195.0,4800.0,50.0,0.3970058745499337,0.002035830618892508,0.8524438979403628,0.9433962264150944
4466,Ciencias de la Comunicación,Ciencias de la Comunicación,Universidad Femenina del Sagrado Corazón,Lima         ,Universidad,Privada,5.0,,18.0,0.0,SI,37.0,205.0,115.0,False,True,True,False,5.0,2327.0,178.0,18.0,0.23251847640704945,0.0007328990228013029,0.9945281278819551,0.9433962264150944
4467,Negocios Internacionales,Administración de Negocios Internacionales,Universidad Femenina del Sagrado Corazón,Lima         ,Universidad,Privada,5.0,,15.0,0.0,SI,50.0,327.0,206.0,False,True,True,False,5.0,1970.0,5965.0,15.0,0.1648664013644116,0.0006107491856677524,0.8166308023363049,0.9433962264150944
4468,Contabilidad y Finanzas,Contabilidad y Finanzas,Universidad Femenina del Sagrado Corazón,Lima         ,Universidad,Privada,5.0,,23.0,0.0,SI,22.0,93.0,32.0,False,True,True,False,5.0,2254.0,223.5,23.0,0.21868485882129998,0.0009364820846905537,0.9931294189978481,0.9433962264150944
4469,Derecho,Derecho,Universidad Femenina del Sagrado Corazón,Lima         ,Universidad,Privada,5.0,,30.0,3130.0,SI,48.0,160.0,160.0,False,False,True,False,5.0,3130.0,232.0,30.0,0.38468826985029375,0.0012214983713355048,0.9928681217337842,0.9433962264150944
4470,Arquitectura y Urbanismo,Arquitectura,Universidad Femenina del Sagrado Corazón,Lima         ,Universidad,Privada,5.0,,17.0,3501.0,SI,74.0,418.0,247.0,False,False,True,False,5.0,3501.0,3825.0,17.0,0.4549933674436233,0.0006921824104234528,0.8824162311712266,0.9433962264150944
4471,Nutrición,Nutrición y Dietética,Universidad Femenina del Sagrado Corazón,Lima         ,Universidad,Privada,5.0,,39.0,2308.0,SI,81.0,207.0,267.0,False,False,True,False,5.0,2308.0,156.0,39.0,0.22891794580253932,0.0015879478827361564,0.9952044266830617,0.9433962264150944
4472,Administración de Empresas,Administración de Negocios Turísticos,Universidad Global del Cusco,Cusco        ,Universidad,Privada,5.0,,0.0,0.0,SI,0.0,0.0,0.0,False,True,True,True,5.0,2448.0,4260.0,70.0,0.25544817130945613,0.0028501628664495114,0.8690439594220719,0.9433962264150944
4473,Negocios Internacionales,Administración de Negocios Globales,Universidad Global del Cusco,Cusco        ,Universidad,Privada,5.0,,89.0,0.0,SI,91.0,102.0,214.0,False,True,True,False,5.0,1970.0,5965.0,89.0,0.1648664013644116,0.0036237785016286646,0.8166308023363049,0.9433962264150944
4474,Ingeniería de Telecomunicaciones,Ingeniería de Tecnologías de Información y Comunicación,Universidad Global del Cusco,Cusco        ,Universidad,Privada,5.0,,88.0,0.0,SI,39.0,44.0,49.0,False,True,True,False,5.0,3690.0,2680.0,88.0,0.49080917187796097,0.0035830618892508143,0.9176145096833692,0.9433962264150944
4475,Psicología,Psicología,Universidad Inca Garcilaso de La Vega,Ica          ,Universidad,Privada,0.0,0.0,0.0,2616.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2616.0,4800.0,75.0,0.2872844419177563,0.0030537459283387623,0.8524438979403628,0.9433962264150944
4476,Administración de Empresas,Ciencias Administrativas,Universidad Inca Garcilaso de La Vega,Ica          ,Universidad,Privada,0.0,0.0,0.0,2696.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2696.0,4260.0,70.0,0.3024445707788516,0.0028501628664495114,0.8690439594220719,0.9433962264150944
4477,Contabilidad y Finanzas,Ciencias Contables y Financieras,Universidad Inca Garcilaso de La Vega,Ica          ,Universidad,Privada,0.0,0.0,0.0,3137.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,3137.0,223.5,71.0,0.3860147811256396,0.0028908794788273617,0.9931294189978481,0.9433962264150944
4478,Derecho,Derecho y Ciencias Políticas,Universidad Inca Garcilaso de La Vega,Ica          ,Universidad,Privada,0.0,0.0,0.0,2937.0,NO,0.0,0.0,0.0,True,False,True,True,6.0,2937.0,232.0,64.0,0.3481144589729013,0.0026058631921824105,0.9928681217337842,0.9245283018867925
4479,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas y Computación,Universidad Inca Garcilaso de La Vega,Ica          ,Universidad,Privada,0.0,0.0,0.0,3680.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,3680.0,200.0,72.0,0.48891415577032404,0.0029315960912052116,0.9938518290808485,0.9433962264150944
4480,Ingeniería Industrial,Ingeniería Industrial,Universidad Inca Garcilaso de La Vega,Ica          ,Universidad,Privada,0.0,0.0,0.0,2842.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2842.0,177.0,67.0,0.33011180595035056,0.0027280130293159607,0.9945588687365509,0.9433962264150944
4481,Ingeniería en Agroindustria,Ingeniería Agroindustrial,Universidad Inca Garcilaso de La Vega,Ica          ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,2284.0,128.0,41.0,0.22436990714421073,0.0016693811074918567,0.996065170611743,0.9433962264150944
4482,Enfermería,Enfermería,Universidad Inca Garcilaso de La Vega,Ica          ,Universidad,Privada,0.0,0.0,0.0,2114.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2114.0,196.5,80.0,0.19215463331438318,0.003257328990228013,0.9939594220719336,0.9433962264150944
4483,Trabajo Social,Trabajo Social,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,5.0,6370.0,98.0,2706.0,SI,378.0,384.0,1237.0,False,False,False,False,5.0,2706.0,6370.0,98.0,0.30433958688648854,0.003990228013029316,0.804180756225023,0.9433962264150944
4484,Psicología,Psicología,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,5.0,8470.0,95.0,2616.0,SI,976.0,1020.0,3704.0,False,False,False,False,5.0,2616.0,8470.0,95.0,0.2872844419177563,0.0038680781758957655,0.7396249615739318,0.9433962264150944
4485,Ciencias de la Comunicación,Ciencias de la Comunicación,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,5.0,10050.0,94.0,0.0,SI,161.0,170.0,626.0,False,True,False,False,5.0,2327.0,10050.0,94.0,0.23251847640704945,0.003827361563517915,0.6910544113126345,0.9433962264150944
4486,Administración de Empresas,Ciencias Administrativas,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,5.0,8470.0,92.0,2696.0,NO,1228.0,1323.0,7433.0,False,False,False,False,5.0,2696.0,8470.0,92.0,0.3024445707788516,0.003745928338762215,0.7396249615739318,0.9433962264150944
4487,Administración de Empresas,Ingeniería Administrativa,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,5.0,10050.0,97.0,2696.0,SI,243.0,248.0,921.0,False,False,False,False,5.0,2696.0,10050.0,97.0,0.3024445707788516,0.003949511400651466,0.6910544113126345,0.9433962264150944
4488,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Turismo y Hotelería,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,5.0,8470.0,96.0,2163.0,SI,133.0,138.0,665.0,False,False,False,False,5.0,2163.0,8470.0,96.0,0.20144021224180406,0.003908794788273616,0.7396249615739318,0.9433962264150944
4489,Negocios Internacionales,Comercio Exterior y Marketing Internacional,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,5.0,8470.0,97.0,2326.0,SI,107.0,110.0,492.0,False,False,False,False,5.0,2326.0,8470.0,97.0,0.23232897479628578,0.003949511400651466,0.7396249615739318,0.9433962264150944
4490,Negocios Internacionales,Negocios Internacionales,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,5.0,8470.0,96.0,2326.0,SI,159.0,165.0,881.0,False,False,False,False,5.0,2326.0,8470.0,96.0,0.23232897479628578,0.003908794788273616,0.7396249615739318,0.9433962264150944
4491,Economía,Ciencias Económicas,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,5.0,8470.0,97.0,3327.0,NO,209.0,215.0,880.0,False,False,False,False,5.0,3327.0,8470.0,97.0,0.42202008717074097,0.003949511400651466,0.7396249615739318,0.9433962264150944
4492,Contabilidad y Finanzas,Ciencias Contables y Financieras,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,5.0,8470.0,95.0,3137.0,SI,862.0,898.0,4815.0,False,False,False,False,5.0,3137.0,8470.0,95.0,0.3860147811256396,0.0038680781758957655,0.7396249615739318,0.9433962264150944
4493,Derecho,Derecho y Ciencias Políticas,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,6.0,8470.0,96.0,2937.0,SI,1961.0,2028.0,9657.0,False,False,False,False,6.0,2937.0,8470.0,96.0,0.3481144589729013,0.003908794788273616,0.7396249615739318,0.9245283018867925
4494,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas y Computación,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,0.0,0.0,0.0,3680.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,3680.0,200.0,72.0,0.48891415577032404,0.0029315960912052116,0.9938518290808485,0.9433962264150944
4495,Ingeniería Industrial,Ingeniería Industrial,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,5.0,10050.0,96.0,2842.0,SI,257.0,267.0,1782.0,False,False,False,False,5.0,2842.0,10050.0,96.0,0.33011180595035056,0.003908794788273616,0.6910544113126345,0.9433962264150944
4496,Odontología,Estomatología,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,6.0,11730.0,99.0,1882.0,SI,256.0,258.0,1850.0,False,False,False,False,6.0,1882.0,11730.0,99.0,0.14819025961720675,0.004030944625407166,0.6394097755917614,0.9245283018867925
4497,Enfermería,Enfermería,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,5.0,8470.0,98.0,2114.0,SI,411.0,418.0,1514.0,False,False,False,False,5.0,2114.0,8470.0,98.0,0.19215463331438318,0.003990228013029316,0.7396249615739318,0.9433962264150944
4498,Tecnología Médica,Terapia Física y Rehabilitación,Universidad Inca Garcilaso de La Vega,Lima         ,Universidad,Privada,5.0,8470.0,98.0,1403.0,SI,79.0,80.0,984.0,False,False,False,False,5.0,1403.0,8470.0,98.0,0.05741898806139852,0.003990228013029316,0.7396249615739318,0.9433962264150944
4499,Marketing,Marketing y Negocios Internacionales,Universidad Interamericana para el Desarrollo,Lima         ,Universidad,Privada,5.0,,100.0,0.0,SI,11.0,11.0,4.0,False,True,True,False,5.0,2248.0,5025.0,100.0,0.21754784915671782,0.004071661237785016,0.8455272056563172,0.9433962264150944
4500,Enfermería,Enfermería,Universidad Interamericana para el Desarrollo,Lima         ,Universidad,Privada,5.0,,43.0,0.0,SI,35.0,80.0,123.0,False,True,True,False,5.0,1985.5,196.5,43.0,0.16780367633124882,0.001750814332247557,0.9939594220719336,0.9433962264150944
4501,Farmacia y Bioquímica,Farmacia y Bioquímica,Universidad Interamericana para el Desarrollo,Lima         ,Universidad,Privada,5.0,,51.0,0.0,SI,72.0,139.0,734.0,False,True,True,False,5.0,2609.5,144.0,51.0,0.2860526814477923,0.002076547231270358,0.9955733169382108,0.9433962264150944
4502,Periodismo y Locución,Periodismo,Universidad Jaime Bausate y Meza,Lima         ,Universidad,Privada,5.0,,88.0,2208.0,SI,402.0,456.0,1908.0,False,False,True,False,5.0,2208.0,3300.0,88.0,0.20996778472617017,0.0035830618892508143,0.8985551798339994,0.9433962264150944
4503,Educación Inicial,Educación Inicial,Universidad José Carlos Mariátegui,Apurímac     ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,135.0,80.0,0.0648095508811825,0.003257328990228013,0.9958499846295727,0.9433962264150944
4504,Contabilidad y Finanzas,Contabilidad,Universidad José Carlos Mariátegui,Arequipa     ,Universidad,Privada,0.0,0.0,0.0,2054.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2054.0,223.5,71.0,0.18078453666856167,0.0028908794788273617,0.9931294189978481,0.9433962264150944
4505,Derecho,Derecho,Universidad José Carlos Mariátegui,Arequipa     ,Universidad,Privada,0.0,0.0,0.0,1946.0,NO,0.0,0.0,0.0,True,False,True,True,6.0,1946.0,232.0,64.0,0.160318362706083,0.0026058631921824105,0.9928681217337842,0.9245283018867925
4506,Contabilidad y Finanzas,Contabilidad,Universidad José Carlos Mariátegui,Cusco        ,Universidad,Privada,0.0,0.0,0.0,2054.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2054.0,223.5,71.0,0.18078453666856167,0.0028908794788273617,0.9931294189978481,0.9433962264150944
4507,Derecho,Derecho,Universidad José Carlos Mariátegui,Cusco        ,Universidad,Privada,0.0,0.0,0.0,1946.0,NO,0.0,0.0,0.0,True,False,True,True,6.0,1946.0,232.0,64.0,0.160318362706083,0.0026058631921824105,0.9928681217337842,0.9245283018867925
4508,Contabilidad y Finanzas,Contabilidad,Universidad José Carlos Mariátegui,Lima         ,Universidad,Privada,0.0,0.0,0.0,2054.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2054.0,223.5,71.0,0.18078453666856167,0.0028908794788273617,0.9931294189978481,0.9433962264150944
4509,Derecho,Derecho,Universidad José Carlos Mariátegui,Lima         ,Universidad,Privada,0.0,0.0,0.0,1946.0,NO,0.0,0.0,0.0,True,False,True,True,6.0,1946.0,232.0,64.0,0.160318362706083,0.0026058631921824105,0.9928681217337842,0.9245283018867925
4510,Educación Inicial,Educación Inicial,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,135.0,80.0,0.0648095508811825,0.003257328990228013,0.9958499846295727,0.9433962264150944
4511,Educación Primaria,Educación Primaria,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1507.0,161.0,88.5,0.07712715558082243,0.0036034201954397395,0.995050722410083,0.9433962264150944
4512,Educación Secundaria,Educación Secundaria - Idioma Extranjero Traducción e Interpretación,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1748.0,120.0,90.0,0.12279704377487209,0.0036644951140065146,0.9963110974485091,0.9433962264150944
4513,Educación Física,Educación Física,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,2417.0,128.0,43.0,0.2495736213757817,0.001750814332247557,0.996065170611743,0.9433962264150944
4514,Otras Carreras de Educación,Otras Carreras de Educación,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1589.0,135.0,74.0,0.09266628766344515,0.003013029315960912,0.9958499846295727,0.9433962264150944
4515,Psicología,Psicología,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,2680.0,95.0,0.0,SI,162.0,169.0,319.0,False,True,False,False,5.0,2206.0,2680.0,95.0,0.2095887815046428,0.0038680781758957655,0.9176145096833692,0.9433962264150944
4516,Administración de Empresas,Ingeniería Comercial,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,2680.0,95.0,2029.0,SI,117.0,122.0,824.0,False,False,False,False,5.0,2029.0,2680.0,95.0,0.17604699639946939,0.0038680781758957655,0.9176145096833692,0.9433962264150944
4517,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración Turística Hotelera,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,2680.0,71.0,0.0,SI,15.0,21.0,4.0,False,True,False,False,5.0,2008.0,2680.0,71.0,0.17206746257343186,0.0028908794788273617,0.9176145096833692,0.9433962264150944
4518,Marketing,Administración y Marketing Estratégico,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,2680.0,0.0,0.0,SI,0.0,0.0,0.0,False,True,False,True,5.0,2248.0,2680.0,96.0,0.21754784915671782,0.003908794788273616,0.9176145096833692,0.9433962264150944
4519,Economía,Economía ,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,2680.0,53.0,0.0,SI,14.0,26.0,82.0,False,True,False,False,5.0,3300.5,2680.0,53.0,0.41699829448550313,0.002157980456026059,0.9176145096833692,0.9433962264150944
4520,Contabilidad y Finanzas,Contabilidad,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,2680.0,85.0,2054.0,SI,183.0,213.0,1825.0,False,False,False,False,5.0,2054.0,2680.0,85.0,0.18078453666856167,0.0034609120521172636,0.9176145096833692,0.9433962264150944
4521,Derecho,Derecho,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,6.0,2680.0,96.0,1946.0,SI,172.0,179.0,1290.0,False,False,False,False,6.0,1946.0,2680.0,96.0,0.160318362706083,0.003908794788273616,0.9176145096833692,0.9245283018867925
4522,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas e Informática,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,2680.0,97.0,2164.0,SI,73.0,75.0,262.0,False,False,False,False,5.0,2164.0,2680.0,97.0,0.20162971385256775,0.003949511400651466,0.9176145096833692,0.9433962264150944
4523,Ingeniería de Telecomunicaciones,Ingeniería en Telecomunicaciones y Redes,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,2680.0,33.0,0.0,SI,3.0,9.0,0.0,False,True,False,False,5.0,3690.0,2680.0,33.0,0.49080917187796097,0.0013436482084690554,0.9176145096833692,0.9433962264150944
4524,Ingeniería en Agroindustria,Ingeniería Agroindustrial,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,2680.0,100.0,0.0,SI,9.0,9.0,53.0,False,True,False,False,5.0,2284.0,2680.0,100.0,0.22436990714421073,0.004071661237785016,0.9176145096833692,0.9433962264150944
4525,Ingeniería Mecánica,Ingeniería Mecánica Eléctrica,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,2760.0,92.0,3337.0,SI,200.0,216.0,537.0,False,False,False,False,5.0,3337.0,2760.0,92.0,0.4239151032783779,0.003745928338762215,0.9151552413157086,0.9433962264150944
4526,Ingeniería Civil,Ingeniería Civil,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,2760.0,94.0,3236.0,SI,248.0,263.0,1679.0,False,False,False,False,5.0,3236.0,2760.0,94.0,0.40477544059124504,0.003827361563517915,0.9151552413157086,0.9433962264150944
4527,Arquitectura y Urbanismo,Arquitectura,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,2723.0,3825.0,46.5,0.3075611142694713,0.0018933224755700326,0.8824162311712266,0.9433962264150944
4528,Ecología y Medio Ambiente,Ingeniería Ambiental,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,2680.0,89.0,0.0,SI,162.0,181.0,812.0,False,True,False,False,5.0,2576.0,2680.0,89.0,0.27970437748720867,0.0036237785016286646,0.9176145096833692,0.9433962264150944
4529,Agropecuaria,Ingeniería Agronómica,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,2680.0,65.0,0.0,SI,15.0,23.0,260.0,False,True,False,False,5.0,2366.0,2680.0,65.0,0.23990903922683343,0.0026465798045602605,0.9176145096833692,0.9433962264150944
4530,Odontología,Odontología,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,5000.0,88.0,0.0,SI,38.0,43.0,464.0,False,True,False,False,5.0,1792.0,5000.0,88.0,0.13113511464847452,0.0035830618892508143,0.8462957270212113,0.9433962264150944
4531,Enfermería,Enfermería,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,2680.0,89.0,1810.0,SI,71.0,79.0,213.0,False,False,False,False,5.0,1810.0,2680.0,89.0,0.13454614364222095,0.0036237785016286646,0.9176145096833692,0.9433962264150944
4532,Obstetricia,Obstetricia,Universidad José Carlos Mariátegui,Moquegua     ,Universidad,Privada,5.0,2680.0,80.0,0.0,SI,29.0,36.0,23.0,False,True,False,False,5.0,1996.0,2680.0,80.0,0.16979344324426757,0.003257328990228013,0.9176145096833692,0.9433962264150944
4533,Educación Inicial,Educación Inicial,Universidad José Carlos Mariátegui,Puno         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,135.0,80.0,0.0648095508811825,0.003257328990228013,0.9958499846295727,0.9433962264150944
4534,Contabilidad y Finanzas,Contabilidad,Universidad José Carlos Mariátegui,Puno         ,Universidad,Privada,0.0,0.0,0.0,2054.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2054.0,223.5,71.0,0.18078453666856167,0.0028908794788273617,0.9931294189978481,0.9433962264150944
4535,Derecho,Derecho,Universidad José Carlos Mariátegui,Puno         ,Universidad,Privada,0.0,0.0,0.0,1946.0,NO,0.0,0.0,0.0,True,False,True,True,6.0,1946.0,232.0,64.0,0.160318362706083,0.0026058631921824105,0.9928681217337842,0.9245283018867925
4536,Contabilidad y Finanzas,Contabilidad,Universidad José Carlos Mariátegui,Tacna        ,Universidad,Privada,0.0,0.0,0.0,2054.0,NO,0.0,0.0,0.0,True,False,True,True,5.0,2054.0,223.5,71.0,0.18078453666856167,0.0028908794788273617,0.9931294189978481,0.9433962264150944
4537,Derecho,Derecho,Universidad José Carlos Mariátegui,Tacna        ,Universidad,Privada,0.0,0.0,0.0,1946.0,NO,0.0,0.0,0.0,True,False,True,True,6.0,1946.0,232.0,64.0,0.160318362706083,0.0026058631921824105,0.9928681217337842,0.9245283018867925
4538,"Administración de Servicios Turísticos, Hotelería y Gastronomía","Turismo, Hotelería y Gastronomía",Universidad Juan Pablo II,Lima         ,Universidad,Privada,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,2008.0,153.0,78.5,0.17206746257343186,0.0031962540716612376,0.995296649246849,0.9433962264150944
4539,Derecho,Derecho y Ciencias Políticas,Universidad Juan Pablo II,Lima         ,Universidad,Privada,6.0,3000.0,0.0,0.0,SI,0.0,0.0,0.0,False,True,False,True,6.0,2354.0,3000.0,64.0,0.23763501989766914,0.0026058631921824105,0.9077774362127267,0.9245283018867925
4540,Ingeniería de Sistemas y Cómputo,Ingeniería de Sistemas,Universidad Juan Pablo II,Lima         ,Universidad,Privada,5.0,0.0,100.0,0.0,NO,5.0,5.0,46.0,False,True,True,False,5.0,2839.0,200.0,100.0,0.3295433011180595,0.004071661237785016,0.9938518290808485,0.9433962264150944
4541,Odontología,Estomatología,Universidad Juan Pablo II,Lima         ,Universidad,Privada,5.0,0.0,90.0,0.0,NO,37.0,41.0,270.0,False,True,True,False,5.0,1792.0,4340.0,90.0,0.13113511464847452,0.0036644951140065146,0.8665846910544113,0.9433962264150944
4542,Enfermería,Enfermería,Universidad Juan Pablo II,Lima         ,Universidad,Privada,5.0,0.0,100.0,0.0,NO,8.0,8.0,41.0,False,True,True,False,5.0,1985.5,196.5,100.0,0.16780367633124882,0.004071661237785016,0.9939594220719336,0.9433962264150944
4543,Negocios Internacionales,Administración de Negocios Internacionales,Universidad La Salle,Arequipa     ,Universidad,Privada,5.0,,65.0,0.0,SI,120.0,184.0,423.0,False,True,True,False,5.0,1970.0,5965.0,65.0,0.1648664013644116,0.0026465798045602605,0.8166308023363049,0.9433962264150944
4544,Derecho,Derecho,Universidad La Salle,Arequipa     ,Universidad,Privada,6.0,,59.0,0.0,SI,80.0,135.0,260.0,False,True,True,False,6.0,2354.0,232.0,59.0,0.23763501989766914,0.0024022801302931596,0.9928681217337842,0.9245283018867925
4545,Ingeniería de Sistemas y Cómputo,Ingeniería de Software,Universidad La Salle,Arequipa     ,Universidad,Privada,5.0,,97.0,0.0,SI,38.0,39.0,101.0,False,True,True,False,5.0,2839.0,200.0,97.0,0.3295433011180595,0.003949511400651466,0.9938518290808485,0.9433962264150944
