id,career_family,career,institution,location,institution_type,management_type,duration_years,annual_cost,admission_rate,monthly_income,scholarships,admitted,applicants,enrolled,duration_imputed_flag,monthly_income_imputed_flag,annual_cost_imputed_flag,admission_rate_imputed_flag,duration_years_imputed,monthly_income_imputed,annual_cost_imputed,admission_rate_imputed,income_score,admission_score,cost_score,duration_score
614,"Administración de Servicios Turísticos, Hotelería y Gastronomía",Administración de Servicios de Hostelería,Cepea,Lima         ,Instituto,Privada,3.0,3900.0,100.0,0.0,SI,84.0,84.0,182.0,False,True,False,False,3.0,2087.0,3900.0,100.0,0.1870380898237635,0.004071661237785016,0.8801106670765447,0.9811320754716981
615,Secretariado,Secretariado Ejecutivo,Cepea,Lima         ,Instituto,Privada,3.0,1900.0,100.0,0.0,SI,40.0,40.0,77.0,False,True,False,False,3.0,1660.0,1900.0,100.0,0.10612090202766723,0.004071661237785016,0.9415923762680602,0.9811320754716981
616,Contabilidad y Finanzas,Contabilidad,Cepea,Lima         ,Instituto,Privada,3.0,2600.0,100.0,1539.0,SI,110.0,110.0,219.0,False,False,False,False,3.0,1539.0,2600.0,100.0,0.08319120712526057,0.004071661237785016,0.9200737780510299,0.9811320754716981
617,Ciencias de la Computación,Computación e Informática,Cepea,Lima         ,Instituto,Privada,3.0,2700.0,100.0,0.0,SI,80.0,80.0,140.0,False,True,False,False,3.0,2156.0,2700.0,100.0,0.20011370096645822,0.004071661237785016,0.9169996925914541,0.9811320754716981
618,Ingeniería Electrónica,Electrónica Industrial,Cepea,Lima         ,Instituto,Privada,3.0,2100.0,100.0,0.0,SI,23.0,23.0,47.0,False,True,False,False,3.0,1819.0,2100.0,100.0,0.13625165813909418,0.004071661237785016,0.9354442053489087,0.9811320754716981
619,Enfermería,Enfermería Técnica,Cepea,Lima         ,Instituto,Privada,3.0,1900.0,100.0,0.0,SI,19.0,19.0,29.0,False,True,False,False,3.0,1332.0,1900.0,100.0,0.04396437369717643,0.004071661237785016,0.9415923762680602,0.9811320754716981
620,Turismo,Guía Oficial de Turismo,Cepea,Lima         ,Instituto,Privada,3.0,3600.0,100.0,0.0,SI,55.0,55.0,145.0,False,True,False,False,3.0,1672.5,3600.0,100.0,0.10848967216221338,0.004071661237785016,0.889332923455272,0.9811320754716981
621,Administración de Empresas,Administración Bancaria,Cepeban,San Martín   ,Instituto,Privada,3.0,3200.0,61.0,0.0,SI,68.0,110.0,155.0,False,True,False,False,3.0,1985.0,3200.0,61.0,0.16770892552586697,0.00248371335504886,0.9016292652935751,0.9811320754716981
622,Contabilidad y Finanzas,Contabilidad y Finanzas,Cepeban,San Martín   ,Instituto,Privada,3.0,3200.0,0.0,0.0,SI,0.0,0.0,10.0,False,True,False,True,3.0,1729.5,3200.0,83.0,0.1192912639757438,0.0033794788273615634,0.9016292652935751,0.9811320754716981
623,Administración de Empresas,Administración Bancaria,Cepeban - Huancayo,Junín        ,Instituto,Privada,3.0,3900.0,60.0,0.0,SI,39.0,65.0,69.0,False,True,False,False,3.0,1985.0,3900.0,60.0,0.16770892552586697,0.0024429967426710096,0.8801106670765447,0.9811320754716981
624,Educación Inicial,Educación Inicial,César Abraham Vallejo Mendoza,Amazonas     ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,260.0,76.0,0.0648095508811825,0.003094462540716612,0.992007377805103,0.9433962264150944
625,Educación Inicial,Educación Inicial (Intercultural y Bilingüe),César Abraham Vallejo Mendoza,Amazonas     ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1442.0,260.0,76.0,0.0648095508811825,0.003094462540716612,0.992007377805103,0.9433962264150944
626,Educación Primaria,Educación Primaria,César Abraham Vallejo Mendoza,Amazonas     ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1955.0,240.0,66.0,0.16202387720295622,0.002687296416938111,0.9926221948970181,0.9433962264150944
627,Educación Primaria,Educación Primaria (Intercultural y Bilingüe),César Abraham Vallejo Mendoza,Amazonas     ,Instituto,Pública,0.0,0.0,0.0,0.0,NO,0.0,0.0,0.0,True,True,True,True,5.0,1955.0,240.0,66.0,0.16202387720295622,0.002687296416938111,0.9926221948970181,0.9433962264150944
